title	url_id	area	price	number_of_bedrooms	number_of_toilets	legal	lat	lon	district	province
Nhà mặt phố tại đường Thanh Bình	pr42578573	54.0	13.8	3	2	2	20.9821783393563	105.777931592203	Hà Đông	Hà Nội
Nhà riêng tại đường Tô Vĩnh Diện	pr42607082	31.0	9.98	3	4	2	20.9995002304917	105.821186132229	Thanh Xuân	Hà Nội
Nhà riêng tại phố Quan Nhân	pr42572859	55.0	9.6	4	3	2	21.003773996333	105.811171347257	Thanh Xuân	Hà Nội
Căn hộ chung cư tại Tràng An Complex	pr42613721	104.0	8.6	3	2	2	21.0450628602617	105.803654969829	Cầu Giấy	Hà Nội
Nhà riêng tại đường Tứ Liên	pr40616110	60.0	14.8	5	5	2	21.0691286358639	105.837931746524	Tây Hồ	Hà Nội
Nhà riêng tại đường Võ Thị Sáu	pr42522956	65.0	16.8	4	3	2	21.0059442642706	105.855033174503	Hai Bà Trưng	Hà Nội
Căn hộ chung cư tại Viễn Đông Star	pr42253047	109.0	7.6	3	2	0	20.9775346974331	105.843105030852	Hoàng Mai	Hà Nội
Căn hộ chung cư tại Tòa nhà Vinaconex 1	pr41759092	149.0	7.45	3	2	2	21.002336502075195	105.79434204101562	Cầu Giấy	Hà Nội
Nhà mặt phố tại phố Việt Hưng	pr41301406	62.0	14.5	6	6	2	21.0524522849717	105.898792469529	Long Biên	Hà Nội
Nhà riêng tại đường Thạch Bàn	pr42539849	52.0	8.8	4	5	2	21.024967818698	105.907987644685	Long Biên	Hà Nội
Nhà riêng tại phố Kim Mã	pr42582246	35.0	7.6	3	4	2	21.0320160132417	105.825416063496	Ba Đình	Hà Nội
Nhà riêng tại đường Phạm Khắc Quảng	pr42413959	38.0	7.9	3	5	2	21.0620110522234	105.915030910242	Long Biên	Hà Nội
Nhà riêng tại đường Phố Lụa	pr42363904	55.0	10.0	5	3	2	20.9796252607599	105.774238866548	Hà Đông	Hà Nội
Căn hộ chung cư tại Bohemia Residence	pr42467077	130.0	8.6	3	2	2	20.998175623026512	105.80379886109736	Thanh Xuân	Hà Nội
Nhà riêng tại đường Chiến Thắng	pr42478428	51.0	13.7	4	4	2	20.9790637280108	105.796323250748	Hà Đông	Hà Nội
Nhà riêng tại đường Khương Trung	pr42593544	65.0	14.3	6	4	2	20.995850863298	105.817263427804	Thanh Xuân	Hà Nội
Căn hộ chung cư tại Sun Grand City	pr39972099	120.0	17.0	3	2	2	21.0411720275879	105.825096130371	Tây Hồ	Hà Nội
Nhà riêng tại đường Văn Cao	pr42474421	40.0	13.6	4	3	2	21.040234236495	105.816073441053	Ba Đình	Hà Nội
Nhà riêng tại đường Gia Thụy	pr42599079	52.0	9.2	4	4	2	21.0491324936325	105.886446644622	Long Biên	Hà Nội
Nhà riêng tại đường Vĩnh Hồ	pr42592359	55.0	11.9	7	5	2	21.0063674125955	105.820424049377	Đống Đa	Hà Nội
Nhà riêng tại đường Láng	pr42633924	45.0	16.3	4	5	2	21.0213174162654	105.800864445699	Đống Đa	Hà Nội
Nhà riêng tại đường Láng	pr42621894	45.0	16.5	4	5	2	21.0219208350031	105.800932106408	Đống Đa	Hà Nội
Nhà riêng tại đường Thanh Am	pr41291037	63.0	10.5	4	4	2	21.0719943965293	105.900257936337	Long Biên	Hà Nội
Nhà biệt thự, liền kề tại Khu đô thị mới Văn Phú	pr42590727	80.0	20.5	6	4	2	20.957848497654535	105.7676607279104	Hà Đông	Hà Nội
Căn hộ chung cư tại Hancorp Plaza	pr42520813	169.0	13.8	3	2	2	21.0382857725198	105.791836207089	Cầu Giấy	Hà Nội
Nhà biệt thự, liền kề tại Dự án Thuận An	pr42640081	87.0	18.8	5	4	2	21.0077229188774	105.938109324307	Gia Lâm	Hà Nội
Nhà riêng tại đường Bạch Đằng	pr42588661	60.0	10.0	4	4	2	21.0136813923627	105.866061138858	Hai Bà Trưng	Hà Nội
Căn hộ chung cư tại Chung cư Sông Đà 7	pr42625187	126.0	7.35	3	2	2	21.01185195744138	105.7959685513757	Cầu Giấy	Hà Nội
Căn hộ chung cư tại Vinhomes Skylake	pr36569589	134.0	16.0	4	3	-1	21.0201683044434	105.780754089355	Nam Từ Liêm	Hà Nội
Nhà riêng tại phố Trần Bình	pr42357353	70.0	18.5	4	3	2	21.0361306476402	105.778680356205	Cầu Giấy	Hà Nội
Nhà riêng tại phố Vũ Tông Phan	pr42630957	54.0	8.0	3	3	2	20.9980038675905	105.817212323625	Thanh Xuân	Hà Nội
Nhà riêng tại phố Bạch Mai	pr42605115	37.0	9.1	4	4	2	20.9982426323162	105.850382087859	Hai Bà Trưng	Hà Nội
Nhà riêng tại đường Phú Mỹ	pr42612258	40.0	7.2	2	2	2	21.0293331799896	105.773807089615	Nam Từ Liêm	Hà Nội
Căn hộ chung cư tại Bohemia Residence	pr35289103	127.0	8.6	3	2	2	20.9974040985107	105.804061889648	Thanh Xuân	Hà Nội
Căn hộ chung cư tại Ha Do Park View	pr38234279	125.0	9.8	3	2	2	21.0274105072021	105.793510437012	Cầu Giấy	Hà Nội
Căn hộ chung cư tại Roman Plaza	pr42601177	100.0	7.0	3	2	2	20.98431288940771	105.77684160761925	Nam Từ Liêm	Hà Nội
Nhà riêng tại đường Ngọc Thụy	pr42573947	56.0	10.5	4	5	-1	21.049707805855	105.866702837992	Long Biên	Hà Nội
Nhà biệt thự, liền kề tại Hinode Royal Park	pr41979463	100.0	16.8	5	5	2	21.0557213541516	105.716627558102	Hoài Đức	Hà Nội
Căn hộ chung cư tại Hồ Gươm Plaza	pr42618600	146.0	8.3	3	2	2	20.979268642860763	105.7850077198074	Hà Đông	Hà Nội
Nhà biệt thự, liền kề tại Vinhomes Thăng Long	pr38016253	183.0	22.0	5	5	2	20.99927994035361	105.71772991325352	Hoài Đức	Hà Nội
Nhà riêng tại phường Trung Văn	pr42605237	38.0	7.3	4	3	2	20.9920731524408	105.785954506249	Nam Từ Liêm	Hà Nội
Nhà riêng tại đường Kim Đồng	pr41641225	47.0	12.0	4	4	2	20.9834603819502	105.84342776437	Hoàng Mai	Hà Nội
Căn hộ chung cư tại Viha Complex	pr41737265	72.0	7.056	2	2	2	20.997587203979492	105.8038330078125	Thanh Xuân	Hà Nội
Nhà riêng tại phố Xã Đàn	pr42048338	55.0	12.8	3	3	2	21.0166524556152	105.832037425342	Đống Đa	Hà Nội
Nhà biệt thự, liền kề tại Khu đô thị mới Văn Phú	pr42575958	77.0	16.8	5	4	2	20.958331566142476	105.76713044065468	Hà Đông	Hà Nội
Nhà riêng tại đường Ngọc Thụy	pr42337828	55.0	12.9	4	3	2	21.0496436580064	105.866733306116	Long Biên	Hà Nội
Căn hộ chung cư tại Park Hill Premium - Times City	pr42298073	118.0	11.3	3	2	2	20.99577423756699	105.86543765238808	Hai Bà Trưng	Hà Nội
Nhà biệt thự, liền kề tại Xuân Phương Tasco	pr42630109	92.0	19.0	4	4	2	21.025012823274157	105.741503811575	Nam Từ Liêm	Hà Nội
Nhà riêng tại đường Khương Trung	pr42596854	51.0	10.5	6	4	2	20.9943259741508	105.817260811244	Thanh Xuân	Hà Nội
Nhà riêng tại đường Vũ Xuân Thiều	pr42549922	50.0	12.8	4	5	2	21.0346776628562	105.918905484791	Long Biên	Hà Nội
Nhà riêng tại đường Nguyễn Trãi	pr42579665	80.0	15.9	4	4	2	20.9726328823503	105.779454295933	Hà Đông	Hà Nội
Nhà riêng tại đường Nguyễn Sơn	pr42626724	80.0	20.5	4	5	2	21.0456662493388	105.880876223992	Long Biên	Hà Nội
Căn hộ chung cư tại Hancorp Plaza	pr42597840	170.0	12.55	4	3	2	21.0387449356687	105.792143670026	Cầu Giấy	Hà Nội
Nhà riêng tại đường Hoàng Ngân	pr42581816	36.0	7.5	4	4	2	21.0071161433252	105.810092962269	Thanh Xuân	Hà Nội
Nhà riêng tại đường Đại Mỗ	pr42551519	70.0	11.1	4	5	2	20.9896592790886	105.761606202215	Nam Từ Liêm	Hà Nội
Shophouse, nhà phố thương mại tại Eurowindow River Park	pr42601752	262.0	16.244	3	3	1	21.0823659859208	105.871791790007	Đông Anh	Hà Nội
Nhà biệt thự, liền kề tại Chung cư IEC Residences Tứ Hiệp	pr42543092	60.0	15.5	4	4	2	20.95582333967632	105.8467337104916	Thanh Trì	Hà Nội
Shophouse, nhà phố thương mại tại Nhà ở xã hội @Home	pr42331443	140.0	12.0	3	2	2	20.980581922523623	105.86504730444452	Hoàng Mai	Hà Nội
Nhà mặt phố tại đường Đông Ngạc	pr41874633	84.0	10.0	4	4	2	21.0924943454362	105.781235603857	Bắc Từ Liêm	Hà Nội
Nhà riêng tại đường Võng Thị	pr42539649	46.0	10.2	4	5	2	21.0511219491491	105.811140186028	Tây Hồ	Hà Nội
Nhà riêng tại đường Nguyễn An Ninh	pr42651035	50.0	8.6	6	4	2	20.9916627574039	105.844762424512	Hai Bà Trưng	Hà Nội
Nhà riêng tại phố Trần Cung	pr42619155	57.0	8.7	3	3	2	21.0524617197068	105.789617092988	Bắc Từ Liêm	Hà Nội
Căn hộ chung cư tại Khu đô thị Nam Thăng Long - Ciputra	pr42381954	146.0	10.5	4	2	2	21.073720791277704	105.82367045401652	Tây Hồ	Hà Nội
Nhà riêng tại đường Tân Mai	pr42644472	40.0	9.5	4	4	2	20.9836656862665	105.850288731479	Hoàng Mai	Hà Nội
Căn hộ chung cư tại Comatce Tower	pr42633099	145.0	9.0	3	2	2	20.999488920268544	105.80063008997642	Thanh Xuân	Hà Nội
Nhà riêng tại đường Âu Cơ	pr42651891	53.0	13.1	5	6	2	21.0626620956495	105.832411763027	Tây Hồ	Hà Nội
Nhà riêng tại phố Hào Nam	pr42012333	75.0	8.88	6	6	2	21.0272646467163	105.827700972673	Đống Đa	Hà Nội
Căn hộ chung cư tại The Zei Mỹ Đình	pr42369472	107.7	9.4	3	2	2	21.0343988567579	105.769554515519	Nam Từ Liêm	Hà Nội
Nhà riêng tại đường Phố Trạm	pr42562978	40.0	10.0	3	5	2	21.0264244506109	105.893093450656	Long Biên	Hà Nội
Nhà riêng tại đường An Dương	pr41653899	105.0	12.5	3	3	2	21.0534414365168	105.839811607535	Tây Hồ	Hà Nội
Căn hộ chung cư tại The Diamond Residence	pr42632866	120.0	12.0	3	2	2	21.005256031032143	105.80507671708077	Thanh Xuân	Hà Nội
Nhà riêng tại phố Quan Nhân	pr42638197	40.0	11.5	5	4	2	21.0034463408117	105.811023173633	Thanh Xuân	Hà Nội
Nhà riêng tại đường Đặng Tiến Đông	pr42613878	63.0	11.5	5	4	2	21.0141710955943	105.821820713613	Đống Đa	Hà Nội
Nhà riêng tại đường Cầu Giấy	pr42630002	37.0	12.2	4	5	2	21.031967214165	105.799508221352	Cầu Giấy	Hà Nội
Nhà riêng tại đường Tây Trà	pr42385307	42.0	12.8	5	4	2	20.9772735817433	105.883233706712	Hoàng Mai	Hà Nội
Căn hộ chung cư tại Eurowindow Multi Complex	pr40608507	94.0	7.2	3	2	2	21.0110893249512	105.799903869629	Cầu Giấy	Hà Nội
Nhà riêng tại đường Vương Thừa Vũ	pr40606295	50.0	8.0	4	3	2	20.9978209	105.8219007	Thanh Xuân	Hà Nội
Nhà biệt thự, liền kề tại Tiểu khu đô thị mới Vạn Phúc	pr42625806	75.0	18.5	4	4	2	20.9813391211589	105.767731154906	Hà Đông	Hà Nội
Nhà riêng tại phố Pháo Đài Láng	pr42654911	44.0	11.0	4	5	2	21.0193326470992	105.805816634248	Đống Đa	Hà Nội
Nhà riêng tại đường Trương Định	pr42572587	60.0	9.29	4	4	2	20.9803980865202	105.844666040813	Hoàng Mai	Hà Nội
Nhà riêng tại phố Phùng Chí Kiên	pr42484008	63.0	21.0	2	2	2	21.0429885518688	105.802527508188	Cầu Giấy	Hà Nội
Nhà riêng tại đường Kim Ngưu	pr41430273	48.0	8.6	3	3	2	21.0049961258928	105.86123905226	Hai Bà Trưng	Hà Nội
Nhà riêng tại phường Thịnh Quang	pr41863635	50.0	9.35	4	3	2	21.0087936931988	105.81759992006	Đống Đa	Hà Nội
Căn hộ chung cư tại MIPEC Towers	pr42636427	120.0	9.8	2	2	2	21.006137145922978	105.82254637920364	Đống Đa	Hà Nội
Nhà riêng tại đường Nguyễn Hoàng	pr42575576	60.0	19.0	5	5	2	21.0312408027199	105.774278119546	Cầu Giấy	Hà Nội
Nhà riêng tại đường Nguyễn Chí Thanh	pr42526742	92.0	15.5	4	4	2	21.0210269391043	105.808615218858	Đống Đa	Hà Nội
Nhà riêng tại phường Phú Thượng	pr41405233	95.0	14.0	5	5	2	21.0805595618636	105.806762822429	Tây Hồ	Hà Nội
Căn hộ chung cư tại Chung cư The Wisteria	pr42587263	142.0	7.8	4	3	1	21.0751268870426	105.698332420195	Hoài Đức	Hà Nội
Nhà riêng tại đường Hoàng Quốc Việt	pr41757209	65.0	15.0	5	5	2	21.046307696734	105.791826600367	Cầu Giấy	Hà Nội
Căn hộ chung cư tại Times Tower Lê Văn Lương	pr42487979	128.0	9.0	3	2	2	21.002814546579632	105.8009543714986	Thanh Xuân	Hà Nội
Nhà riêng tại phố Thái Hà	pr42475487	47.0	17.9	6	4	2	21.0148374300004	105.817511246329	Đống Đa	Hà Nội
Căn hộ chung cư tại N01-T5 Ngoại Giao Đoàn	pr42470079	95.0	9.5	3	2	2	21.063817528171747	105.79623618795466	Bắc Từ Liêm	Hà Nội
Nhà mặt phố tại phường Hàng Buồm	pr42579746	38.0	11.8	1	2	2	21.0355809628489	105.85235228548	Hoàn Kiếm	Hà Nội
Căn hộ chung cư tại Xuân Phương Residence	pr42578981	156.0	7.3	4	3	2	21.032284943740173	105.75432697546904	Nam Từ Liêm	Hà Nội
Nhà riêng tại đường Âu Cơ	pr42573255	40.0	10.8	4	4	2	21.0741482422165	105.824061361979	Tây Hồ	Hà Nội
Căn hộ chung cư tại Times Tower Lê Văn Lương	pr42574462	132.0	9.2	3	2	2	21.0032757769854	105.80108549191	Thanh Xuân	Hà Nội
Nhà riêng tại đường Hồ Tùng Mậu	pr41755548	53.0	8.5	5	5	2	21.0391877401949	105.769425494429	Nam Từ Liêm	Hà Nội
Nhà biệt thự, liền kề tại Khu đô thị Geleximco - Lê Trọng Tấn	pr42622555	60.0	14.1	6	5	2	20.97928626830652	105.74159513272257	Hà Đông	Hà Nội
Nhà mặt phố tại đường Hưng Thịnh	pr42597671	43.0	14.0	4	5	2	20.9611625680597	105.865752077746	Hoàng Mai	Hà Nội
Nhà riêng tại phố Bạch Mai	pr42581525	52.0	12.9	6	4	2	20.997924231081	105.850137726514	Hai Bà Trưng	Hà Nội
Căn hộ chung cư tại Sunshine Green Iconic	pr42232284	164.0	14.5	3	4	1	21.0401564596547	105.897114803487	Long Biên	Hà Nội
Nhà riêng tại đường Nguyễn Trãi	pr42584477	68.0	18.9	8	6	2	20.9876866894375	105.80057715559	Thanh Xuân	Hà Nội
Nhà riêng tại đường Phú Minh	pr42580919	50.0	8.6	3	3	2	21.0594903719028	105.745699699203	Bắc Từ Liêm	Hà Nội
Nhà riêng tại đường Văn Phú	pr42607560	45.0	9.0	4	3	2	20.9623359885835	105.768844162746	Hà Đông	Hà Nội
Nhà riêng tại đường Phan Trọng Tuệ	pr42576800	51.2	10.9	4	6	2	20.9438972093119	105.838130408415	Thanh Trì	Hà Nội
Căn hộ chung cư tại Watermark	pr39049847	85.0	8.0	2	2	2	21.055548	105.80859	Cầu Giấy	Hà Nội
Căn hộ chung cư tại Chung cư Han Jardin	pr41850876	125.7	16.341	3	2	-1	21.06344353893195	105.797852543866	Bắc Từ Liêm	Hà Nội
Nhà riêng tại đường Hoàng Mai	pr42654763	44.0	8.4	4	2	2	20.9884440988188	105.856668418907	Hoàng Mai	Hà Nội
Căn hộ chung cư tại The Zei Mỹ Đình	pr40334754	92.0	7.5	2	2	2	21.0344581604004	105.769653320313	Nam Từ Liêm	Hà Nội
Căn hộ chung cư tại The Diamond Residence	pr42422390	146.0	15.0	4	3	2	21.0048725144544	105.805072713769	Thanh Xuân	Hà Nội
Căn hộ chung cư tại The Matrix One	pr40884555	114.2	10.3	3	2	2	21.00938606262207	105.77387237548828	Nam Từ Liêm	Hà Nội
Nhà riêng tại phố Quan Nhân	pr42635916	36.0	7.58	3	4	2	21.0034686029826	105.811023174775	Thanh Xuân	Hà Nội
Nhà mặt phố tại đường Ngọc Lâm	pr42638311	65.0	17.5	1	1	2	21.0468796448291	105.871704660137	Long Biên	Hà Nội
Nhà riêng tại đường Nguyễn Chính	pr42638550	38.0	10.9	3	4	2	20.9813654125895	105.847661832361	Hoàng Mai	Hà Nội
Căn hộ chung cư tại Handi Resco Lê Văn Lương	pr42393500	97.0	7.0	3	2	2	21.0034453020941	105.803395417297	Thanh Xuân	Hà Nội
Nhà riêng tại đường Hoàng Mai	pr41488943	55.0	16.8	4	4	2	20.9856627820095	105.843787867967	Hoàng Mai	Hà Nội
Nhà riêng tại đường Hoàng Ngân	pr42597595	32.0	7.5	3	3	2	21.0073852657973	105.810103035524	Thanh Xuân	Hà Nội
Nhà riêng tại phường Vạn Phúc	pr42579519	50.0	19.69	5	6	2	20.9800767106026	105.772047685072	Hà Đông	Hà Nội
Nhà riêng tại đường Lạc Long Quân	pr42391775	63.4	12.8	5	3	2	21.0571178131954	105.808966783151	Tây Hồ	Hà Nội
Nhà riêng tại phường Mỹ Đình 2	pr42614848	35.0	8.1	5	4	2	21.0322885962664	105.774431258379	Nam Từ Liêm	Hà Nội
Nhà biệt thự, liền kề tại Khu đô thị Chi Đông	pr42167581	188.0	9.588	6	5	2	21.2205561032837	105.756267667979	Mê Linh	Hà Nội
Nhà riêng tại đường Kim Ngưu	pr42639477	35.0	7.0	3	4	2	21.0000836122668	105.861985622923	Hai Bà Trưng	Hà Nội
Nhà riêng tại đường Lê Trọng Tấn	pr42579502	42.7	7.2	2	1	2	20.9681555964406	105.754958260521	Hà Đông	Hà Nội
Nhà riêng tại đường Thạch Bàn	pr42115349	54.0	12.9	3	4	2	21.0251947746739	105.908006440048	Long Biên	Hà Nội
Nhà riêng tại phố Thái Thịnh	pr42542004	37.0	7.6	3	4	2	21.0103791882397	105.818637137309	Đống Đa	Hà Nội
Nhà riêng tại đường Định Công	pr42644637	32.0	7.0	3	4	-1	20.9826841468296	105.83481270206	Hoàng Mai	Hà Nội
Nhà riêng tại đường Tam Khương	pr41952430	41.0	15.8	4	3	2	21.0042308452194	105.827995449723	Đống Đa	Hà Nội
Căn hộ chung cư tại Eurowindow Multi Complex	pr41065361	95.0	7.2	3	2	2	21.011089324951172	105.79990386962892	Cầu Giấy	Hà Nội
Nhà riêng tại đường Kim Đồng	pr42623962	60.0	21.8	5	5	2	20.9832771407619	105.843254035562	Hoàng Mai	Hà Nội
Nhà biệt thự, liền kề tại Khu đô thị mới Văn Phú	pr40604833	90.0	15.7	6	4	-1	20.9580316887789	105.766288869459	Hà Đông	Hà Nội
Nhà riêng tại phố Hồng Tiến	pr42601924	60.0	12.0	4	4	2	21.0424907004199	105.87330240836	Long Biên	Hà Nội
Nhà biệt thự, liền kề tại Hinode Royal Park	pr42573560	100.0	18.0	5	5	2	21.056063754799776	105.71632504290548	Hoài Đức	Hà Nội
Nhà riêng tại đường Lạc Long Quân	pr42655666	53.0	21.5	4	5	2	21.061001272463	105.80909785663	Tây Hồ	Hà Nội
Nhà riêng tại đường Ngô Thì Sỹ	pr42525377	32.0	8.9	4	3	2	20.9775599705138	105.777821914989	Hà Đông	Hà Nội
Căn hộ chung cư tại Khu đô thị Trung Hòa - Nhân Chính	pr42578179	159.5	11.2	3	3	2	21.0076321017504	105.803314221117	Cầu Giấy	Hà Nội
Nhà riêng tại đường Văn Cao	pr42519827	40.0	10.8	4	6	2	21.0399439556204	105.816016682375	Ba Đình	Hà Nội
Nhà riêng tại xã Xuân Canh	pr42617318	84.0	8.8	4	3	2	21.0954980862478	105.84976730998	Đông Anh	Hà Nội
Căn hộ chung cư tại Sunshine Green Iconic	pr42495337	170.0	13.0	3	4	0	21.0412974801702	105.896671066057	Long Biên	Hà Nội
Nhà riêng tại phường Liễu Giai	pr42624920	45.0	9.3	4	4	2	21.0390501610056	105.816273184601	Ba Đình	Hà Nội
Nhà riêng tại đường Tây Sơn	pr42635217	42.0	9.95	7	4	2	21.0047284556606	105.82197352045	Đống Đa	Hà Nội
Nhà riêng tại phường Thạch Bàn	pr41828140	42.2	9.5	4	5	2	21.0208703865187	105.917774884649	Long Biên	Hà Nội
Căn hộ chung cư tại Hapulico Complex	pr42526794	107.38	7.38	3	2	2	21.00030169998748	105.80698734202517	Thanh Xuân	Hà Nội
Căn hộ chung cư tại Viha Complex	pr42095385	145.0	10.875	4	3	1	20.9975872039795	105.803833007813	Thanh Xuân	Hà Nội
Nhà riêng tại đường Cầu Đơ 3	pr42653123	43.0	8.05	4	4	2	20.9695561559818	105.776399511375	Hà Đông	Hà Nội
Nhà riêng tại đường Hoàng Như Tiếp	pr41515528	45.0	9.5	4	3	2	21.0404432021029	105.877721903274	Long Biên	Hà Nội
Nhà riêng tại Khu nhà ở Phú Thượng	pr42578037	30.0	7.0	3	5	2	21.088552883289452	105.79350652410456	Tây Hồ	Hà Nội
Căn hộ chung cư tại D’. Le Roi Soleil	pr42504634	146.0	16.0	3	3	2	21.065251613629044	105.8266438711992	Tây Hồ	Hà Nội
Căn hộ chung cư tại Thanh Xuân Complex	pr37244165	123.0	10.0	3	2	2	20.9992942810059	105.804954528809	Thanh Xuân	Hà Nội
Nhà biệt thự, liền kề tại Khu đô thị mới Văn Quán	pr41852853	88.0	17.9	6	5	2	20.971817084049	105.790529739038	Hà Đông	Hà Nội
Nhà riêng tại đường Nguyễn Phong Sắc	pr42610917	60.0	21.0	5	5	2	21.0402737525714	105.790394352117	Cầu Giấy	Hà Nội
Nhà riêng tại đường Thịnh Liệt	pr42598437	65.0	16.5	5	5	2	20.9711371060545	105.844559553334	Hoàng Mai	Hà Nội
Căn hộ chung cư tại Khu đô thị Trung Hòa - Nhân Chính	pr42527348	146.0	9.1	3	2	2	21.00803971204289	105.8028526238041	Cầu Giấy	Hà Nội
Nhà riêng tại đường Nguyễn Văn Cừ	pr42548812	40.0	13.9	4	3	2	21.043900745733	105.872361325091	Long Biên	Hà Nội
Căn hộ chung cư tại Times City	pr42611864	100.0	9.0	3	2	-1	20.99476213427101	105.86866606584788	Hai Bà Trưng	Hà Nội
Căn hộ chung cư tại Sunshine Garden	pr42617515	108.0	7.6	3	2	2	20.996563926584052	105.8740137750842	Hai Bà Trưng	Hà Nội
Nhà riêng tại phường Ngọc Khánh	pr42219820	38.7	7.3	3	3	2	21.029608100302	105.811809265297	Ba Đình	Hà Nội
Nhà riêng tại đường An Dương	pr42609274	43.0	7.6	2	3	2	21.0536709559988	105.840245772461	Tây Hồ	Hà Nội
Nhà mặt phố tại phố Mai Dịch	pr42538926	41.0	21.0	3	3	2	21.0429973596281	105.775273530941	Cầu Giấy	Hà Nội
Nhà riêng tại đường Dương Văn Bé	pr42657787	46.0	8.5	6	4	2	20.9958937947704	105.873988072619	Hai Bà Trưng	Hà Nội
Nhà riêng tại đường Giải Phóng	pr36643441	48.0	11.9	3	3	2	20.9982016	105.8414108	Hai Bà Trưng	Hà Nội
