title	url_id	area	width	price	direction	number_of_bedrooms	number_of_toilets	furniture	legal	lat	lon	address	district	province
Nhà riêng tại đường Nguyễn Chí Thanh	pr42522665	65 m²	5 m	16,5 tỷ		4 phòng	4 phòng	Đầy đủ	Sổ đỏ/ Sổ hồng	21.0210685056711	105.808493223334	Đường Nguyễn Chí Thanh, Phường Láng Thượng, Đống Đa, Hà Nội	Đống Đa	Hà Nội
Nhà biệt thự, liền kề tại Him Lam Thường Tín	pr42177890	80 m²	5,5 m	11 tỷ	Bắc	6 phòng	6 phòng	Không nội thất	Sổ đỏ/ Sổ hồng	20.8710734809205	105.862896065556	Him Lam Thường Tín, Trần Phú, Thường Tín, Thường Tín, Hà Nội	Thường Tín	Hà Nội
Nhà riêng tại phố Trung Kính	pr42382137	95 m²	5 m	27 tỷ		6 phòng	5 phòng	Đầy đủ	Sổ đỏ/ Sổ hồng	21.011778856325	105.801630101439	Phố Trung Kính, Phường Trung Hòa, Cầu Giấy, Hà Nội	Cầu Giấy	Hà Nội
Shophouse, nhà phố thương mại tại Him Lam Thường Tín	pr41455530	81 m²	5 m	15 tỷ	Đông - Nam	5 phòng	6 phòng		Sổ đỏ/ Sổ hồng	20.8715607362953	105.862752231038	Dự án Him Lam Thường Tín, Đường Trần Phú, Thị trấn Thường Tín, Thường Tín, Hà Nội	Thường Tín	Hà Nội
Nhà riêng tại đường Hồ Đắc Di	pr42657542	80 m²		12,8 tỷ		3 phòng	3 phòng		Sổ đỏ/ Sổ hồng	21.0120317980487	105.829219203335	Đường Hồ Đắc Di, Phường Nam Đồng, Đống Đa, Hà Nội	Đống Đa	Hà Nội
Nhà mặt phố tại đường Kim Giang	pr42642613	45 m²	4,4 m	16,5 tỷ					Sổ đỏ/ Sổ hồng	20.983109125977	105.815537119625	Đường Kim Giang, Phường Khương Đình, Thanh Xuân, Hà Nội	Thanh Xuân	Hà Nội
Căn hộ chung cư tại Mulberry Lane	pr42620937	146 m²		7,5 tỷ	Tây - Bắc	4 phòng	2 phòng	Đầy đủ	Sổ đỏ/ Sổ hồng	20.986585794806963	105.78566409721459	Mulberry Lane, Mỗ Lao, Hà Đông, Hà Nội	Hà Đông	Hà Nội
Bán đất tại đường Xuân Đỉnh	pr41311277	88 m²		11,97 tỷ					Sổ đỏ/ Sổ hồng	21.070975430768	105.794519734495	Đường Xuân Đỉnh, Phường Xuân Đỉnh, Bắc Từ Liêm, Hà Nội	Bắc Từ Liêm	Hà Nội
Nhà riêng tại đường Hoàng Quốc Việt	pr42654634	46 m²	4,5 m	17 tỷ		5 phòng	5 phòng	Không nội thất	Sổ đỏ/ Sổ hồng	21.046267314581	105.799749577815	Đường Hoàng Quốc Việt, Phường Nghĩa Đô, Cầu Giấy, Hà Nội	Cầu Giấy	Hà Nội
Căn hộ chung cư tại Viha Complex	pr41825566	97 m²		9,2 tỷ		3 phòng	3 phòng	Cơ bản	Hợp đồng mua bán	20.9975177172086	105.804383780412	Viha Complex, Số 107, Đường Nguyễn Tuân, Phường Thanh Xuân Trung, Thanh Xuân, Hà Nội	Thanh Xuân	Hà Nội
Nhà riêng tại đường Nguyễn Văn Cừ	pr42648565	35 m²		12,5 tỷ		3 phòng	4 phòng		Sổ đỏ/ Sổ hồng	21.0466207052601	105.877737462159	Đường Nguyễn Văn Cừ, Phường Long Biên, Long Biên, Hà Nội	Long Biên	Hà Nội
Bán đất tại đường Bùi Quốc Khái	pr42572683	90 m²	5 m	20 tỷ					Sổ đỏ/ Sổ hồng	20.9615899393322	105.821786655947	Đường Bùi Quốc Khái, Phường Hoàng Liệt, Hoàng Mai, Hà Nội	Hoàng Mai	Hà Nội
Nhà riêng tại đường Lê Trọng Tấn	pr42596871	65 m²	5 m	19,8 tỷ				Đầy đủ	Sổ đỏ/ Sổ hồng	20.9998480337274	105.827986540677	Đường Lê Trọng Tấn, Phường Khương Mai, Thanh Xuân, Hà Nội	Thanh Xuân	Hà Nội
Nhà riêng tại đường Phùng Khoang	pr42442503	90 m²		20,6 tỷ		25 phòng	26 phòng		Sổ đỏ/ Sổ hồng	20.9884523099314	105.793346145813	Đường Phùng Khoang, Phường Trung Văn, Nam Từ Liêm, Hà Nội	Nam Từ Liêm	Hà Nội
Nhà riêng tại đường Khuất Duy Tiến	pr42588350	52 m²	5,5 m	19,8 tỷ	Tây - Nam	5 phòng	7 phòng	Đầy đủ	Sổ đỏ/ Sổ hồng	20.9951648899318	105.800098745967	Đường Khuất Duy Tiến, Phường Thanh Xuân Bắc, Thanh Xuân, Hà Nội	Thanh Xuân	Hà Nội
Nhà biệt thự, liền kề tại The Eden Rose	pr42487238	82,5 m²	5 m	21,5 tỷ		4 phòng	5 phòng		Sổ đỏ/ Sổ hồng	20.966957463427242	105.81392058429587	Dự án The Eden Rose, Xã Thanh Liệt, Thanh Trì, Hà Nội	Thanh Trì	Hà Nội
Nhà riêng tại đường Định Công Thượng	pr42122413	41 m²	4 m	9,35 tỷ		4 phòng	5 phòng	Đầy đủ	Sổ đỏ/ Sổ hồng	20.9828556907307	105.821261091206	Đường Định Công Thượng, Phường Định Công, Hoàng Mai, Hà Nội	Hoàng Mai	Hà Nội
Nhà biệt thự, liền kề tại phố Nguyễn Khiêm Ích	pr42620688	90 m²	6 m	18,2 tỷ	Đông - Nam	5 phòng	5 phòng	Đầy đủ	Sổ đỏ/ Sổ hồng	21.0136238623344	105.939517187216	Phố Nguyễn Khiêm Ích, Thị trấn Trâu Quỳ, Gia Lâm, Hà Nội	Gia Lâm	Hà Nội
Nhà biệt thự, liền kề tại đường Ngọc Hà	pr42417860	116 m²		28,8 tỷ		3 phòng	3 phòng		Sổ đỏ/ Sổ hồng	21.0374785887283	105.829697657028	Đường Ngọc Hà, Phường Ngọc Hà, Ba Đình, Hà Nội	Ba Đình	Hà Nội
Nhà riêng tại đường Nguyên Hồng	pr41927886	51 m²	4 m	16,8 tỷ					Sổ đỏ/ Sổ hồng	21.0162802704358	105.809787386514	Đường Nguyên Hồng, Phường Láng Hạ, Đống Đa, Hà Nội	Đống Đa	Hà Nội
Nhà riêng tại đường Hoàng Hoa Thám	pr42491247	35 m²	4 m	7,5 tỷ		4 phòng	5 phòng	Cơ bản	Sổ đỏ/ Sổ hồng	21.0420966892547	105.817917979681	Ngõ 466, Đường Hoàng Hoa Thám, Phường Liễu Giai, Ba Đình, Hà Nội	Ba Đình	Hà Nội
Nhà riêng tại đường Đức Giang	pr42636367	35 m²		8,5 tỷ		3 phòng	5 phòng		Sổ đỏ/ Sổ hồng	21.0667741109018	105.891593915149	Đường Đức Giang, Phường Đức Giang, Long Biên, Hà Nội	Long Biên	Hà Nội
Căn hộ chung cư tại Chung cư Đông Đô	pr42601783	94,7 m²		7,25 tỷ	Tây	2 phòng	2 phòng	Đầy đủ	Sổ đỏ/ Sổ hồng	21.0499501418457	105.794929428449	Đông Đô, Đường Hoàng Quốc Việt, Phường Nghĩa Đô, Cầu Giấy, Hà Nội	Cầu Giấy	Hà Nội
Nhà riêng tại đường Cổ Nhuế	pr42491981	40 m²		7,3 tỷ		9 phòng	9 phòng	Nội thất: Nóng lạnh, điều hòa, tủ bếp, tủ lạnh, bàn ghế, giường tủ, đệm, máy giặt, máy sấy, khóa vân tay, wifi, thùng rác.	Sổ đỏ/ Sổ hồng	21.0642742578923	105.779649994263	Đường Cổ Nhuế, Phường Cổ Nhuế 2, Bắc Từ Liêm, Hà Nội	Bắc Từ Liêm	Hà Nội
Căn hộ chung cư tại Iris Garden	pr41602447	135 m²		7,6 tỷ	Tây - Bắc	3 phòng	2 phòng		Sổ đỏ/ Sổ hồng	21.0311622619629	105.760414123535	Dự án Iris Garden, Đường Trần Hữu Dực, Phường Cầu Diễn, Nam Từ Liêm, Hà Nội	Nam Từ Liêm	Hà Nội
Nhà riêng tại đường Thụy Khuê	pr42608715	48 m²	4 m	10,6 tỷ		6 phòng	4 phòng	Đầy đủ	Sổ đỏ/ Sổ hồng	21.0426210118859	105.823921119266	Đường Thụy Khuê, Phường Thụy Khuê, Tây Hồ, Hà Nội	Tây Hồ	Hà Nội
Nhà mặt phố tại đường Trần Đăng Ninh	pr34124071	42 m²	6 m	14 tỷ		8 phòng	5 phòng	Châu Âu.	Sổ đỏ hoa hậu	21.0387557	105.7922448	8 Đường Trần Đăng Ninh, Phường Dịch Vọng Hậu, Cầu Giấy, Hà Nội	Cầu Giấy	Hà Nội
Căn hộ chung cư tại Lumi Hanoi	pr41905789	136 m²		10,55 tỷ		4 phòng	3 phòng		Hợp đồng mua bán	21.0117948134741	105.735632766765	Dự án Lumi Hanoi, Đường Đại lộ Thăng Long, Phường Tây Mỗ, Nam Từ Liêm, Hà Nội	Nam Từ Liêm	Hà Nội
Bán đất tại đường Bát Khối	pr40737999	100 m²	9 m	10,7 tỷ					Sổ đỏ/ Sổ hồng.	21.012732	105.9049025	Đường Bát Khối, Phường Cự Khối, Long Biên, Hà Nội	Long Biên	Hà Nội
Bán đất tại đường Đại lộ Thăng Long	pr42535512	3.700 m²		10 tỷ	Bắc				Sổ đỏ/ Sổ hồng	20.9902174036566	105.520350533238	Đường Đại lộ Thăng Long, Xã Yên Bài, Ba Vì, Hà Nội	Ba Vì	Hà Nội
Nhà riêng tại Khu nhà ở Thạch Bàn	pr42648949	60 m²		14,6 tỷ					Sổ đỏ/ Sổ hồng	21.018713994865394	105.90649609633039	Thạch Bàn, Phường Thạch Bàn, Long Biên, Hà Nội	Long Biên	Hà Nội
Nhà riêng tại đường Võng Thị	pr42580095	50 m²	5 m	8,99 tỷ		4 phòng		Cơ bản	Sổ đỏ/ Sổ hồng	21.0512863012645	105.810732704337	đường Võng Thị, Phường Thụy Khuê, Tây Hồ, Hà Nội	Tây Hồ	Hà Nội
Nhà mặt phố tại đường Ngô Gia Tự	pr41858682	57 m²		7,9 tỷ					Sổ đỏ/ Sổ hồng	21.0654817065135	105.897787245829	Đường Ngô Gia Tự, Phường Đức Giang, Long Biên, Hà Nội	Long Biên	Hà Nội
Nhà riêng tại đường Ngọc Động	pr42641038	129 m²	8 m	10 tỷ		3 phòng		Cơ bản	Sổ đỏ/ Sổ hồng	20.9792445371004	105.941345569551	Đường Ngọc Động, Xã Đa Tốn, Gia Lâm, Hà Nội	Gia Lâm	Hà Nội
Bán đất tại đường Hàng Bột	pr42514520	60 m²		12,95 tỷ					Sổ đỏ/ Sổ hồng	21.0217708335006	105.829504330359	Đường Hàng Bột, Phường Hàng Bột, Đống Đa, Hà Nội	Đống Đa	Hà Nội
Nhà biệt thự, liền kề tại Vinhomes Ocean Park Gia Lâm	pr42478393	150 m²		25 tỷ					Sổ đỏ/ Sổ hồng	21.002424529674148	105.96366591957572	Dự án Vinhomes Ocean Park Gia Lâm, Xã Dương Xá, Gia Lâm, Hà Nội	Gia Lâm	Hà Nội
Bán đất tại xã Cổ Đông	pr42584683	152 m²	7,6 m	67 triệu/m²					Sổ đỏ/ Sổ hồng	21.0594349795483	105.515523728801	Xã Cổ Đông, Sơn Tây, Hà Nội	Sơn Tây	Hà Nội
Nhà mặt phố tại đường Trần Đăng Ninh	pr42622168	58 m²		28 tỷ					Sổ đỏ/ Sổ hồng	21.0387381422082	105.792265334198	Đường Trần Đăng Ninh, Phường Dịch Vọng, Cầu Giấy, Hà Nội	Cầu Giấy	Hà Nội
Nhà riêng tại phố Bạch Mai	pr42657252	60 m²	6,7 m	10,9 tỷ						20.998102597849	105.850705790611	Phố Bạch Mai, Phường Bạch Mai, Hai Bà Trưng, Hà Nội	Hai Bà Trưng	Hà Nội
Nhà riêng tại đường Thiên Hiền	pr42624662	58 m²	4 m	13,8 tỷ		4 phòng		Đầy đủ	Sổ đỏ/ Sổ hồng	21.0223825543777	105.776325878412	Đường Thiên Hiền, Phường Mỹ Đình 1, Nam Từ Liêm, Hà Nội	Nam Từ Liêm	Hà Nội
Nhà riêng tại đường Ô Cách	pr42612298	65 m²		12 tỷ		3 phòng	4 phòng		Sổ đỏ/ Sổ hồng	21.0600959191157	105.895881457151	Đường Ô Cách, Phường Đức Giang, Long Biên, Hà Nội	Long Biên	Hà Nội
Nhà riêng tại đường Trần Quang Diệu	pr42569283	66 m²		23,8 tỷ		3 phòng	3 phòng	Đầy đủ	Sổ đỏ/ Sổ hồng	21.0157309748788	105.824736846227	Đường Trần Quang Diệu, Phường Ô Chợ Dừa, Đống Đa, Hà Nội	Đống Đa	Hà Nội
Nhà riêng tại đường Nguyễn Trãi	pr42575365	58 m²		12 tỷ		6 phòng	6 phòng	Đầy đủ	Sổ đỏ/ Sổ hồng	20.9728686916288	105.779048277027	Đường Nguyễn Trãi, Phường Quang Trung, Hà Đông, Hà Nội	Hà Đông	Hà Nội
Nhà riêng tại đường Hoàng Công	pr42572771	50 m²	4 m	12,3 tỷ					Sổ đỏ	20.9501575027411	105.79058843924	Đường Hoàng Công, Phường Kiến Hưng, Hà Đông, Hà Nội	Hà Đông	Hà Nội
Nhà riêng tại đường Khuất Duy Tiến	pr42584204	40 m²	4,2 m	15,5 tỷ		4 phòng	4 phòng	Đầy đủ	Sổ đỏ/ Sổ hồng	20.9952079683355	105.800250660682	Đường Khuất Duy Tiến, Phường Thanh Xuân Bắc, Thanh Xuân, Hà Nội	Thanh Xuân	Hà Nội
Nhà riêng tại phố Hào Nam	pr42587804	50 m²	5 m	8 tỷ		3 phòng	4 phòng		Sổ đỏ/ Sổ hồng	21.027314179655	105.827778334746	Phố Hào Nam, Phường Cát Linh, Đống Đa, Hà Nội	Đống Đa	Hà Nội
Nhà biệt thự, liền kề tại Xuân Phương Residence	pr42530055	80 m²	4,6 m	17,8 tỷ				Cơ bản	Sổ đỏ/ Sổ hồng	21.0328376012254	105.754072887518	Xuân Phương Residence, Phường Phương Canh, Nam Từ Liêm, Hà Nội	Nam Từ Liêm	Hà Nội
Bán đất tại phố Nguyễn Khiêm Ích	pr42630917	109 m²	7,06 m	15,8 tỷ					Sổ đỏ/ Sổ hồng.	21.0136192196916	105.939429816057	Phố Nguyễn Khiêm Ích, Thị trấn Trâu Quỳ, Gia Lâm, Hà Nội	Gia Lâm	Hà Nội
Căn hộ chung cư tại Khu đô thị Mỹ Đình II	pr41684244	142 m²		8,2 tỷ		3 phòng	2 phòng			21.0315856933594	105.768203735352	Dự án Mỹ Đình II, Đường Hàm Nghi, Phường Mỹ Đình 2, Nam Từ Liêm, Hà Nội	Nam Từ Liêm	Hà Nội
Nhà riêng tại đường Trần Quang Diệu	pr42644761	55 m²	4,5 m	21,5 tỷ					Sổ đỏ/ Sổ hồng	21.0155190145855	105.824790697235	Đường Trần Quang Diệu, Phường Ô Chợ Dừa, Đống Đa, Hà Nội	Đống Đa	Hà Nội
Căn hộ chung cư tại Sunshine Green Iconic	pr39959331	169 m²		13,5 tỷ	Tây - Nam	3 phòng	4 phòng	Đầy đủ.	Hợp đồng mua bán	21.0407333374023	105.896560668945	Dự án Sunshine Green Iconic, Phường Phúc Đồng, Long Biên, Hà Nội	Long Biên	Hà Nội
Bán đất tại đường Phúc Lợi	pr39895251	220 m²	10 m	25,5 tỷ					Sổ đỏ/ Sổ hồng.	21.0387726	105.9346688	Đường Phúc Lợi, Phường Phúc Lợi, Long Biên, Hà Nội	Long Biên	Hà Nội
Nhà riêng tại đường Triều Khúc	pr42496920	50 m²	3,5 m	14 tỷ		5 phòng	6 phòng		Sổ đỏ/ Sổ hồng	20.9799524733521	105.80249454218	Đường Triều Khúc, Xã Tân Triều, Thanh Trì, Hà Nội	Thanh Trì	Hà Nội
Nhà riêng tại đường Cầu Giấy	pr42606438	80 m²		17 tỷ		22 phòng				21.0317652771964	105.799345047356	Đường Cầu Giấy, Phường Quan Hoa, Cầu Giấy, Hà Nội	Cầu Giấy	Hà Nội
Bán đất tại đường Liên Hà	pr42577991	111 m²	6 m	85 triệu/m²					Sổ đỏ/ Sổ hồng	21.152795629822	105.899730481411	Đường Liên Hà, Xã Liên Hà, Đông Anh, Hà Nội	Đông Anh	Hà Nội
Nhà riêng tại đường Hoàng Mai	pr42573460	54 m²	6,3 m	14,9 tỷ		14 phòng	14 phòng	Đầy đủ.	Sổ đỏ/ Sổ hồng	20.9886633973535	105.856449237458	Gốc Đề, Đường Hoàng Mai, Phường Hoàng Văn Thụ, Hoàng Mai, Hà Nội	Hoàng Mai	Hà Nội
Nhà riêng tại đường Trần Khát Chân	pr42473360	65 m²		12,9 tỷ		5 phòng				21.0093139417974	105.860150229624	Đường Trần Khát Chân, Phường Bạch Mai, Hai Bà Trưng, Hà Nội	Hai Bà Trưng	Hà Nội
Bán đất tại đường Ngô Xuân Quảng	pr42593679	65 m²	4,2 m	13,8 tỷ					Sổ đỏ/ Sổ hồng	21.0156653583703	105.936547240226	Đường Ngô Xuân Quảng, Thị trấn Trâu Quỳ, Gia Lâm, Hà Nội	Gia Lâm	Hà Nội
Nhà riêng tại đường Hoàng Như Tiếp	pr42405284	50 m²	6 m	9,1 tỷ		4 phòng	4 phòng	Đầy đủ.	Sổ đỏ/ Sổ hồng	21.0408433436199	105.877769329987	Đường Hoàng Như Tiếp, Phường Bồ Đề, Long Biên, Hà Nội	Long Biên	Hà Nội
Nhà riêng tại đường Dương Văn Bé	pr42573150	119 m²	7 m	12,6 tỷ					Sổ đỏ	20.995676432999	105.873807445774	Đường Dương Văn Bé, Phường Vĩnh Tuy, Hai Bà Trưng, Hà Nội	Hai Bà Trưng	Hà Nội
Nhà riêng tại đường Phúc Lợi	pr41789866	117 m²	10 m	19 tỷ		6 phòng	5 phòng	Đầy đủ		21.0388072186291	105.934620217152	Đường Phúc Lợi, Phường Phúc Lợi, Long Biên, Hà Nội	Long Biên	Hà Nội
Nhà biệt thự, liền kề tại Khu đô thị Thanh Hà Mường Thanh	pr32621783	300 m²		90 triệu/m²	Đông - Nam				Hợp đồng mua bán	20.938839438884052	105.78754040070527	Dự án Thanh Hà Mường Thanh, Phường Kiến Hưng, Hà Đông, Hà Nội	Hà Đông	Hà Nội
Nhà riêng tại phường Thịnh Liệt	pr42638174	70 m²	5,5 m	17,8 tỷ		6 phòng	6 phòng		Sổ đỏ/ Sổ hồng	20.9768093071434	105.847407838191	Phường Thịnh Liệt, Hoàng Mai, Hà Nội	Hoàng Mai	Hà Nội
Shophouse, nhà phố thương mại tại The Canopy Residences - Vinhomes Smart City	pr42008798	65 m²		13,5 tỷ					- Pháp lý: Sở hữu lâu dài.	21.0009128526062	105.739365722418	Dự án The Canopy Residences - Vinhomes Smart City, Phường Tây Mỗ, Nam Từ Liêm, Hà Nội.	Nam Từ Liêm	Hà Nội
Bán đất tại đường Nguyễn Văn Linh	pr40415136	79 m²	5,5 m	8,5 tỷ					Sổ đỏ/ Sổ hồng.	21.0282276	105.9199083	Đường Nguyễn Văn Linh, Phường Thạch Bàn, Long Biên, Hà Nội	Long Biên	Hà Nội
Bán đất tại đường Phú Mãn	pr41667959	420 m²		24 triệu/m²					Sổ đỏ/ Sổ hồng	20.94235770623	105.520900631637	Đường Phú Mãn, Xã Phú Mãn, Quốc Oai, Hà Nội	Quốc Oai	Hà Nội
Bán đất tại đường An Lạc	pr42607673	73 m²	6,5 m	105 triệu/m²	Tây - Nam				Sổ đỏ/ Sổ hồng.	21.0167387577077	105.92561703825	Đường An Lạc, Thị trấn Trâu Quỳ, Gia Lâm, Hà Nội	Gia Lâm	Hà Nội
Nhà riêng tại phố Vạn Phúc	pr42631578	50 m²		9 tỷ						20.9753745789736	105.786623231431	Phố Vạn Phúc, Phường Quang Trung, Hà Đông, Hà Nội	Hà Đông	Hà Nội
Bán đất tại xã Đại Áng	pr40702395	89,5 m²		8,3 tỷ					Sổ đỏ/ Sổ hồng.	20.9094601461538	105.824451438568	Xã Đại Áng, Huyện Thanh Trì, Hà Nội	Thanh Trì	Hà Nội
Nhà riêng tại đường Nguyễn Văn Cừ	pr42572425	70 m²		19 tỷ		4 phòng		Đầy đủ nội thất nhập khẩu.	Sổ đỏ/ Sổ hồng	21.049602988581	105.88343986278	Đường Nguyễn Văn Cừ, Phường Gia Thụy, Long Biên, Hà Nội	Long Biên	Hà Nội
Nhà biệt thự, liền kề tại Vinhomes Ocean Park Gia Lâm	pr42581193	70,8 m²	5,9 m	19 tỷ	Đông - Nam			Không nội thất	Sổ đỏ/ Sổ hồng	21.00211283509949	105.96344511261314	Dự án Vinhomes Ocean Park Gia Lâm, Đường Ngọc Trai 6, Xã Dương Xá, Gia Lâm, Hà Nội	Gia Lâm	Hà Nội
Bán đất tại đường Du Nội	pr42517985	120 m²	6 m	11,4 tỷ					Sổ đỏ/ Sổ hồng	21.0893757883695	105.896097750565	Đường Du Nội, Xã Mai Lâm, Đông Anh, Hà Nội	Đông Anh	Hà Nội
Bán đất tại đường Phương Nhị	pr41478762	60 m²	8 m	7,4 tỷ	Đông - Nam				Sổ đỏ/ Sổ hồng	20.9087138145547	105.858017554855	Đường Phương Nhị, Xã Liên Ninh, Thanh Trì, Hà Nội	Thanh Trì	Hà Nội
Bán đất tại xã Vân Canh	pr42617637	59 m²	5 m	10 tỷ					Sổ đỏ/ Sổ hồng	21.0303982248252	105.732204283487	Xã Vân Canh, Hoài Đức, Hà Nội	Hoài Đức	Hà Nội
Căn hộ chung cư tại A10-A14 Nam Trung Yên	pr42316753	95 m²		7,5 tỷ	Tây	3 phòng	2 phòng		Đã có sổ đỏ	21.019292138136525	105.78781898027975	Dự án A10-A14 Nam Trung Yên, Phường Yên Hòa, Cầu Giấy, Hà Nội	Cầu Giấy	Hà Nội
Bán đất tại đường Đàm Quang Trung	pr42632088	66 m²	5,1 m	8,5 tỷ	Tây - Nam				Sổ đỏ/ Sổ hồng	21.0321265576182	105.900815086132	Đường Đàm Quang Trung, Phường Long Biên, Long Biên, Hà Nội	Long Biên	Hà Nội
Nhà riêng tại đường Hoàng Mai	pr42491728	53,5 m²	6,3 m	14,89 tỷ		14 phòng	14 phòng	Đầy đủ	Sổ đỏ/ Sổ hồng	20.988523107768	105.856932835604	Đường Hoàng Mai, Phường Hoàng Văn Thụ, Hoàng Mai, Hà Nội	Hoàng Mai	Hà Nội
Nhà biệt thự, liền kề tại Khu đô thị Đại Kim	pr42303671	68 m²	6 m	20,5 tỷ		5 phòng	5 phòng	Đầy đủ.	Sổ đỏ/ Sổ hồng	20.9725133882724	105.819882478659	Khu đô thị Đại Kim, Nghiêm Xuân Yêm, Đại Kim, Hoàng Mai, Hà Nội	Hoàng Mai	Hà Nội
Nhà riêng tại phố Trần Cung	pr42593970	85 m²	5 m	17 tỷ		6 phòng	5 phòng		Sổ đỏ/ Sổ hồng	21.0521132948133	105.788977399241	Phố Trần Cung, Phường Cổ Nhuế 1, Bắc Từ Liêm, Hà Nội	Bắc Từ Liêm	Hà Nội
Nhà riêng tại đường Lê Quang Đạo	pr42596790	50 m²	4,56 m	8,5 tỷ		10 phòng	10 phòng	Đầy đủ	Sổ đỏ/ Sổ hồng	21.017714186323	105.767415450933	Đường Lê Quang Đạo, Phường Mỹ Đình 1, Nam Từ Liêm, Hà Nội	Nam Từ Liêm	Hà Nội
Nhà riêng tại đường Âu Cơ	pr42030766	90 m²	6 m	19,5 tỷ		20 phòng	20 phòng	Đầy đủ	Sổ đỏ/ Sổ hồng	21.0742444773799	105.824113653476	Đường Âu Cơ, Phường Nhật Tân, Tây Hồ, Hà Nội	Tây Hồ	Hà Nội
Căn hộ chung cư tại N04B Ngoại Giao Đoàn	pr42575367	99,6 m²		9 tỷ		2 phòng	2 phòng	Đầy đủ	Sổ đỏ/ Sổ hồng	21.065461927910057	105.80150240096393	Dự án N04B Ngoại Giao Đoàn, Phường Xuân Đỉnh, Bắc Từ Liêm, Hà Nội	Bắc Từ Liêm	Hà Nội
Nhà riêng tại đường Đặng Tiến Đông	pr42617120	90 m²		25,5 tỷ						21.0142248156269	105.821808212391	Đường Đặng Tiến Đông, Phường Trung Liệt, Đống Đa, Hà Nội	Đống Đa	Hà Nội
Nhà riêng tại phố Nghĩa Đô	pr42623783	64 m²	4,5 m	24,7 tỷ		5 phòng	4 phòng	Đầy đủ	Sổ đỏ/ Sổ hồng	21.0483102141437	105.795378308726	Phố Nghĩa Đô, Phường Nghĩa Đô, Cầu Giấy, Hà Nội	Cầu Giấy	Hà Nội
Bán đất tại đường Cửu Việt	pr41601434	75 m²		8,35 tỷ					Sổ đỏ/ Sổ hồng.	21.0086708914908	105.937063609887	Đường Cửu Việt, Thị trấn Trâu Quỳ, Gia Lâm, Hà Nội	Gia Lâm	Hà Nội
Nhà riêng tại phố Bạch Mai	pr42603777	65 m²		14,48 tỷ	Nam	12 phòng	12 phòng	Đầy đủ	Sổ đỏ/ Sổ hồng	20.9977663871922	105.850602542983	Phố Bạch Mai, Phường Bách Khoa, Hai Bà Trưng, Hà Nội	Hai Bà Trưng	Hà Nội
Căn hộ chung cư tại Iris Garden	pr42475486	135 m²		7,5 tỷ	Tây	3 phòng	2 phòng	Đầy đủ		21.0317805512488	105.760874220403	Iris Garden, Trần Hữu Dực, Cầu Diễn, Nam Từ Liêm, Hà Nội	Nam Từ Liêm	Hà Nội
